Well,Protein Name,Gene Symbol,Cq_mr108_pos,Cq_mr111_pos,Cq_mr113_pos,Cq_mr89_pos,Cq_mr97_pos,Cq_mr98_pos,Cq_mr108_neg,Cq_mr111_neg,Cq_mr113_neg,Cq_mr89_neg,Cq_mr97_neg,Cq_mr98_neg,Class,TWS opdeling,Norm_mr108_pos,Norm_mr111_pos,Norm_mr113_pos,Norm_mr89_pos,Norm_mr97_pos,Norm_mr98_pos,Norm_mr108_neg,Norm_mr111_neg,Norm_mr113_neg,Norm_mr89_neg,Norm_mr97_neg,Norm_mr98_neg,log2_Norm_mr108_pos,log2_Norm_mr111_pos,log2_Norm_mr113_pos,log2_Norm_mr89_pos,log2_Norm_mr97_pos,log2_Norm_mr98_pos,log2_Norm_mr108_neg,log2_Norm_mr111_neg,log2_Norm_mr113_neg,log2_Norm_mr89_neg,log2_Norm_mr97_neg,log2_Norm_mr98_neg,pvalues,-log10(pvalue),log2_FC
F02,G protein-coupled receptor 101,Gpr101,27.46,32.74,27.75,25.88,25.29,22.51,26.95,26.6,27.26,32.48,23.82,23.1,A,Class A Orphans,186.1084822,4.789914818,152.2185107,556.4082496,837.531708,5752.606211,265.0278205,337.7940252,213.7825074,5.735820992,2320.146197,3821.703133,7.54,2.26,7.25,9.12,9.71,12.49,8.05,8.4,7.74,2.52,11.18,11.9,0.905395472,0.043161682,-0.236666667
F03,G protein-coupled receptor 110,Adgrf1,31.34,40,37.9,40,40,26.85,38.13,40,31.26,40,40,40,B,Family B Adhesion Receptors,12.64066099,0.03125,0.133971683,0.03125,0.03125,284.0497848,0.114228931,0.03125,13.36140671,0.03125,0.03125,0.03125,3.66,-5,-2.9,-5,-5,8.15,-3.13,-5,3.74,-5,-5,-5,0.430247621,0.366281523,2.216666667
F04,G protein-coupled receptor 111,Adgrf2,33.29,34.43,32.56,38.2,37.44,32.7,32.47,32.97,31.92,40,36.53,32.16,B,Family B Adhesion Receptors,3.271608234,1.484523571,5.42641731,0.10881882,0.184283652,4.924577653,5.775716782,4.084048503,8.456144324,0.03125,0.346277367,7.160200567,1.71,0.57,2.44,-3.2,-2.44,2.3,2.53,2.03,3.08,-5,-1.53,2.84,0.80221516,0.095709135,-0.428333333
F05,G protein-coupled receptor 112,Adgrg4,35.12,36.31,34.34,40,40,40,35.64,35.17,34.98,40,40,40,B,Family B Adhesion Receptors,0.920187651,0.40332088,1.580082624,0.03125,0.03125,0.03125,0.641712949,0.888842681,1.01395948,0.03125,0.03125,0.03125,-0.12,-1.31,0.66,-5,-5,-5,-0.64,-0.17,0.02,-5,-5,-5,0.998296947,0.000740257,0.003333333
F06,G protein-coupled receptor 113,Adgrf3,35.65,37.66,35.26,40,40,40,36.62,36.17,33.52,40,40,40,B,Family B Adhesion Receptors,0.637280314,0.158219574,0.835087919,0.03125,0.03125,0.03125,0.325335464,0.444421341,2.789487333,0.03125,0.03125,0.03125,-0.65,-2.66,-0.26,-5,-5,-5,-1.62,-1.17,1.48,-5,-5,-5,0.79853356,0.097706827,-0.376666667
F07,G protein-coupled receptor 114,Adgrg5,31.02,33.67,30.08,31.97,31.76,33.19,31.64,31.02,30.66,34.64,34.49,32.66,B,Family B Adhesion Receptors,15.77972327,2.514026749,30.2738447,8.168097006,9.447941291,3.506422885,10.26740718,15.77972327,20.2521055,1.283425898,1.424050196,5.063026376,3.98,1.33,4.92,3.03,3.24,1.81,3.36,3.98,4.34,0.36,0.51,2.34,0.536364491,0.270539982,0.57
F08,G protein-coupled receptor 115,Adgrf4,29.18,33.99,35.74,30.98,30.64,32.25,33.73,29.73,33.86,27.43,38.76,26.44,B,Family B Adhesion Receptors,56.49299176,2.0139111,0.598739352,16.22335168,20.53481436,6.727171322,2.411615655,38.58585049,2.203810232,190.019017,0.073812041,377.4129196,5.82,1.01,-0.74,4.02,4.36,2.75,1.27,5.27,1.14,7.57,-3.76,8.56,0.829846935,0.081002006,-0.471666667
F09,G protein-coupled receptor 116,Adgrf5,26.7,30.54,33.59,25.84,24.73,26.05,25.63,26.22,26.12,29.08,26.23,27.01,B,Family B Adhesion Receptors,315.1729698,22.00866909,2.657371628,572.0510147,1234.747216,494.5594004,661.6846493,439.5855035,471.1360771,60.54768939,436.5490646,254.2316788,8.3,4.46,1.41,9.16,10.27,8.95,9.37,8.78,8.88,5.92,8.77,7.99,0.440434556,0.356118614,-1.193333333
F10,G-protein coupled receptor 119,Gpr119,35.44,40,36.22,40,40,40,37.28,38.28,34.28,40,40,40,A,Chemosensors,0.737134609,0.03125,0.429282718,0.03125,0.03125,0.03125,0.205897754,0.102948877,1.647182035,0.03125,0.03125,0.03125,-0.44,-5,-1.22,-5,-5,-5,-2.28,-3.28,0.72,-5,-5,-5,0.817834831,0.087334397,-0.303333333
F11,G-protein coupled receptor 12,Gpr12,24.28,29.53,26.97,23.08,24.2,24.06,26.18,25.87,26.03,25.21,23.79,24.15,A,Lipid messenger receptors,1686.714403,44.32350298,261.3791042,3875.052121,1782.887554,1964.572916,451.9439341,560.278375,501.4631924,885.2861249,2368.897401,1845.760947,10.72,5.47,8.03,11.92,10.8,10.94,8.82,9.13,8.97,9.79,11.21,10.85,0.892839751,0.049226482,-0.148333333
F12,G protein-coupled receptor 123,Adgra1,26.88,40,37.96,29.02,28.74,28.66,32.68,32.01,32.22,40,28.22,40,B,Family B Adhesion Receptors,278.2041248,0.03125,0.128514228,63.11889309,76.6386371,81.00842201,4.993322196,7.944739963,6.868523492,0.03125,109.8963759,0.03125,8.12,-5,-2.96,5.98,6.26,6.34,2.32,2.99,2.78,-5,6.78,-5,0.459091179,0.338101051,2.311666667
F13,G protein-coupled receptor 125,Adgra2,24.49,27.89,25.61,24.78,23.91,24.55,24.46,25.07,25.81,29.95,24.7,23.91,B,Family B Adhesion Receptors,1458.2274,138.1412143,670.9214228,1192.687193,2179.830134,1398.825223,1488.867858,975.50131,584.0710225,33.12847756,1260.691879,2179.830134,10.51,7.11,9.39,10.22,11.09,10.45,10.54,9.93,9.19,5.05,10.3,11.09,0.686372045,0.163440413,0.445
F14,G protein-coupled receptor 124,Adgra3,29.29,33.97,31.04,30.53,29.44,35.89,32.62,32.02,31.45,28.56,34.54,34.05,B,Family B Adhesion Receptors,52.34573175,2.042024251,15.56247916,22.16175149,47.17661495,0.539614118,5.205367422,7.889861636,11.71268557,86.82267696,1.375541818,1.931872658,5.71,1.03,3.96,4.47,5.56,-0.89,2.38,2.98,3.55,6.44,0.46,0.95,0.720481596,0.142377109,0.513333333
F15,G protein-coupled receptor 126,Adgrg6,29.54,37.27,29.9,24.86,24.92,24.34,26.01,24.8,24.6,28.47,33.65,27.05,B,Family B Adhesion Receptors,44.01733818,0.207329886,34.2967508,1128.350839,1082.386474,1618.004607,508.4633577,1176.267116,1351.176101,92.41146851,2.549121255,247.2797002,5.46,-2.27,5.1,10.14,10.08,10.66,8.99,10.2,10.4,6.53,1.35,7.95,0.67980226,0.167617396,-1.041666667
F16,G protein-coupled receptor 128,Adgrg7,34.65,40,36.85,40,27.81,29.56,40,38.79,34.16,40,35.01,40,B,Family B Adhesion Receptors,1.274560627,0.03125,0.277392368,0.03125,146.0177556,43.41133848,0.03125,0.072293011,1.790050142,0.03125,0.993092495,0.03125,0.35,-5,-1.85,-5,7.19,5.44,-5,-3.79,0.84,-5,-0.01,-5,0.212128681,0.673400608,3.181666667
F17,G protein-coupled receptor 132,Gpr132,30.62,33.25,29.89,36.23,35.76,35.23,29.95,30.48,30.07,36.08,35.25,35.03,A,Class A Orphans,20.82146969,3.363585661,34.53530357,0.426317446,0.590496331,0.852634892,33.12847756,22.94328397,30.48441594,0.473028823,0.840896415,0.979420298,4.38,1.75,5.11,-1.23,-0.76,-0.23,5.05,4.52,4.93,-1.08,-0.25,-0.03,0.68233327,0.166003452,-0.686666667
F18,G protein-coupled receptor 133,Adgrd1,40,40,40,32.79,40,34.01,40,40,30.87,40,29.65,40,B,Family B Adhesion Receptors,0.03125,0.03125,0.03125,4.626752736,0.03125,1.986184991,0.03125,0.03125,17.50869922,0.03125,40.78594007,0.03125,-5,-5,-5,2.21,-5,0.99,-5,-5,4.13,-5,5.35,-5,0.683165179,0.165474278,-1.046666667
F19,G protein-coupled receptor 135,Gpr135,32.82,36.61,32.83,32.22,39.31,37.77,34.08,33.25,32.74,40,32.71,33,A,Class A Orphans,4.531535541,0.327598351,4.500233939,6.868523492,0.05041511,0.146604369,1.892115293,3.363585661,4.789914818,0.03125,4.890561111,4,2.18,-1.61,2.17,2.78,-4.31,-2.77,0.92,1.75,2.26,-5,2.29,2,0.581752512,0.235261733,-0.963333333
F20,G protein-coupled receptor 139,Gpr139,24.63,26.3,24.73,23.79,23.81,25.01,24.24,23.98,24.54,25.16,23.76,25.27,A,Class A Orphans,1323.369299,415.8732269,1234.747216,2368.897401,2336.28409,1016.926715,1734.1344,2076.589015,1408.554822,916.5056726,2418.672971,849.2232149,10.37,8.7,10.27,11.21,11.19,9.99,10.76,11.02,10.46,9.84,11.24,9.73,0.638762532,0.194660566,-0.22
F21,G protein-coupled receptor 141,Gpr141,33.63,36.56,33.01,39.5,38.41,36.89,33.76,33.71,32.85,40,38.48,38.38,A,Class A Orphans,2.584705661,0.339151082,3.972369982,0.044194174,0.094077922,0.269807059,2.361985323,2.445280555,4.438277888,0.03125,0.089622203,0.096054699,1.37,-1.56,1.99,-4.5,-3.41,-1.89,1.24,1.29,2.15,-5,-3.48,-3.38,0.935284262,0.029056374,-0.136666667
F22,G protein-coupled receptor 142,Gpr142,40,40,38.85,40,40,40,40,38.49,39.17,40,40,40,A,Class A Orphans,0.03125,0.03125,0.069348092,0.03125,0.03125,0.03125,0.03125,0.089003137,0.055552668,0.03125,0.03125,0.03125,-5,-5,-3.85,-5,-5,-5,-5,-3.49,-4.17,-5,-5,-5,0.554675403,0.255961092,-0.198333333
F23,G protein-coupled receptor 143,Gpr143,34.34,39.1,34.04,33.79,34.53,40,34.97,33.81,33.6,40,26.94,40,Other 7TM proteins,X group,1.580082624,0.058314562,1.945309895,2.313376368,1.385109468,0.03125,1.021012126,2.281527432,2.639015822,0.03125,266.8712348,0.03125,0.66,-4.1,0.96,1.21,0.47,-5,0.03,1.19,1.4,-5,8.06,-5,0.64751468,0.188750381,-1.08
F24,G protein-coupled receptor 146,Gpr146,35.69,38.79,35.33,27.23,25.68,28.09,29.32,29.17,32.2,40,23.21,28.55,A,Class A Orphans,0.61985385,0.072293011,0.795536484,218.2745323,639.145241,120.2589119,51.26847217,56.88593159,6.964404506,0.03125,3541.144499,87.42657643,-0.69,-3.79,-0.33,7.77,9.32,6.91,5.68,5.83,2.8,-5,11.79,6.45,0.669765133,0.174077465,-1.393333333
G01,G protein-coupled receptor 149,Gpr149,26.45,29.89,33.11,26.15,26.03,23.04,26.04,26.76,26.77,26.2,26.35,26.07,A,Class A Orphans,374.8059382,34.53530357,3.706352248,461.4402369,501.4631924,3983.994665,497.9993331,302.3341213,300.245747,445.7218884,401.7070581,487.750655,8.55,5.11,1.89,8.85,8.97,11.96,8.96,8.24,8.23,8.8,8.65,8.93,0.472175999,0.325896092,-1.08
G02,G protein-coupled receptor 15,Gpr15,33.55,34.12,33.79,30.47,27.87,37.07,30.82,34.03,31.97,28.05,26.65,26.44,A,Class A Orphans,2.732080514,1.840375301,2.313376368,23.10286713,140.0695938,0.2381595,18.12614216,1.958840595,8.168097006,123.6398501,326.2875206,377.4129196,1.45,0.88,1.21,4.53,7.13,-2.07,4.18,0.97,3.03,6.95,8.35,8.56,0.113488589,0.945047802,-3.151666667
G03,G protein-coupled receptor 150,Gpr150,32.21,36.16,32.73,37.73,32.74,36.32,32.88,28.94,32.91,37.65,33.12,36.8,A,Class A Orphans,6.91629785,0.447512535,4.823231311,0.150725978,4.789914818,0.400534939,4.34693945,66.71780869,4.25748073,0.159320078,3.680750602,0.287174589,2.79,-1.16,2.27,-2.73,2.26,-1.32,2.12,6.06,2.09,-2.65,1.88,-1.8,0.574595459,0.240637811,-0.931666667
G04,G protein-coupled receptor 151,Gpr151,29.67,32.02,28.89,28.96,26.2,28.32,28.2,28.45,26.97,34.91,24.05,34.03,A,Class A Orphans,40.22442798,7.889861636,69.07060714,65.79928491,445.7218884,102.5369443,111.4304721,93.70148454,261.3791042,1.064370182,1978.237602,1.958840595,5.33,2.98,6.11,6.04,8.8,6.68,6.8,6.55,8.03,0.09,10.95,0.97,0.826117182,0.082958345,0.425
G05,G protein-coupled receptor 152,Gpr152,29.14,33.49,29.25,34.62,33.21,33.83,30.44,30.66,29.83,35.33,33.89,35.66,A,Class A Orphans,58.08122594,2.848100391,53.81737058,1.301341855,3.458148925,2.250116969,23.58830748,20.2521055,36.00187151,0.795536484,2.158456473,0.632878297,5.86,1.51,5.75,0.38,1.79,1.17,4.56,4.34,5.17,-0.33,1.11,-0.66,0.800593987,0.096587676,0.378333333
G06,G protein-coupled receptor 153,Gpr153,28.04,33.81,30.34,27.88,26.24,29.79,27.92,29.54,31.27,28.88,27.21,30.58,A,Class A Orphans,124.4998333,2.281527432,25.28132198,139.1020624,433.5335999,37.01402188,135.2983092,44.01733818,13.26911273,69.5510312,221.3215312,21.40684088,6.96,1.19,4.66,7.12,8.76,5.21,7.08,5.46,3.73,6.12,7.79,4.42,0.927279787,0.032789207,-0.116666667
G07,G protein-coupled receptor 156,Gpr156,29.54,35.15,33.21,29.64,27.1,30.76,29.81,30.88,31.95,36.89,25.92,35.27,C,Family C,44.01733818,0.901250463,3.458148925,41.06962872,238.8564458,18.89588258,36.50443891,17.3877578,8.282119391,0.269807059,541.1932368,0.829319546,5.46,-0.15,1.79,5.36,7.9,4.24,5.19,4.12,3.05,-1.89,9.08,-0.27,0.665200336,0.17704754,0.886666667
G08,G protein-coupled receptor 157,Gpr157,24.12,34.76,40,23.25,24.18,23.9,25.2,25.21,24.5,23.17,20.25,22.56,B,Family B Adhesion Receptors,1884.544308,1.180992661,0.03125,3444.311717,1807.775736,2194.992051,891.4437768,885.2861249,1448.154688,3640.699622,27554.49374,5556.651325,10.88,0.24,-5,11.75,10.82,11.1,9.8,9.79,10.5,11.83,14.75,12.44,0.138410241,0.858831775,-4.886666667
G09,G protein-coupled receptor 158,Gpr158,23.47,25.52,24,21.54,22.91,21.03,25.79,24.28,24.78,26.33,22.57,26.37,C,Family C,2957.166992,714.1087572,2048,11268.43857,4359.660267,16046.82216,592.2243502,1686.714403,1192.687193,407.3146797,5518.268731,396.1766383,11.53,9.48,11,13.46,12.09,13.97,9.21,10.72,10.22,8.67,12.43,8.63,0.05633149,1.249248761,1.941666667
G10,G protein-coupled receptor 160,Gpr160,31.66,32.7,33,30.28,30.7,36.18,27.58,30.05,33.58,40,26.06,27.72,A,Class A Orphans,10.12605275,4.924577653,4,26.35491255,19.69831061,0.441351498,171.254727,30.90996253,2.67585511,0.03125,491.1432291,155.4169452,3.34,2.3,2,4.72,4.3,-1.18,7.42,4.95,1.42,-5,8.94,7.28,0.504510557,0.297129741,-1.588333333
G11,G protein-coupled receptor 161,Gpr161,24.5,31.02,31.17,24.25,25.65,26.46,29.23,27.9,25.36,28.54,27.33,28.91,A,Class A Orphans,1448.154688,15.77972327,14.2214829,1722.155858,652.5750412,372.2169644,54.56863307,137.1870032,797.8645296,88.03467636,203.6573398,68.11969168,10.5,3.98,3.83,10.75,9.35,8.54,5.77,7.1,9.64,6.46,7.67,6.09,0.627616041,0.202305965,0.703333333
G12,G protein-coupled receptor 162,Gpr162,25.17,33.51,26.2,25.53,23.6,24.12,29.82,29.22,24.63,22.99,25.65,26.1,A,Class A Orphans,910.1749055,2.808889751,445.7218884,709.1760477,2702.352201,1884.544308,36.25228433,54.94818793,1323.369299,4124.489933,652.5750412,477.7128917,9.83,1.49,8.8,9.47,11.4,10.88,5.18,5.78,10.37,12.01,9.35,8.9,0.980204687,0.008683225,0.046666667
G13,G protein-coupled receptor 17,Gpr17,27.58,34.69,32.15,25.26,23.84,23.92,26.19,28.21,27.88,24.72,24.88,23.66,A,Class A Orphans,171.254727,1.2397077,7.210003701,855.1300295,2288.204059,2164.772947,448.8221293,110.6607656,139.1020624,1243.335562,1112.816499,2592.269504,7.42,0.31,2.85,9.74,11.16,11.08,8.81,6.79,7.12,10.28,10.12,11.34,0.345419493,0.461653158,-1.983333333
G14,G protein-coupled receptor 171,Gpr171,25.19,30.61,30.59,26.07,27.07,27.44,25.58,25.29,27.86,23.13,24.87,23.5,A,Class A Orphans,897.6442586,20.96629446,21.25897303,487.750655,243.8753275,188.7064598,685.0189081,837.531708,141.0438548,3743.05362,1120.55675,2896.309376,9.81,4.39,4.41,8.93,7.93,7.56,9.42,9.71,7.14,11.87,10.13,11.5,0.037232216,1.429081112,-2.79
G15,G-protein coupled receptor 173,Gpr173,26.53,34.18,29.32,27.15,28.12,26.1,29.92,29.29,30.63,33.11,28.02,31.15,A,Class A Orphans,354.5880238,1.765405993,51.26847217,230.7201184,117.7840193,477.7128917,33.8245773,52.34573175,20.67764529,3.706352248,126.2377862,14.4200074,8.47,0.82,5.68,7.85,6.88,8.9,5.08,5.71,4.37,1.89,6.98,3.85,0.233623418,0.631483626,1.786666667
G16,G protein-coupled receptor 174,Gpr174,35.83,37.91,35.19,28.33,30.62,40,36.46,32.64,35.91,40,30.9,38.78,A,Class A Orphans,0.562529242,0.133046273,0.876605721,101.8286699,20.82146969,0.03125,0.363493129,5.13370359,0.532185091,0.03125,17.1483754,0.072795849,-0.83,-2.91,-0.19,6.67,4.38,-5,-1.46,2.36,-0.91,-5,4.1,-3.78,0.631672153,0.199508268,1.135
G17,G protein-coupled receptor 176,Gpr176,27.96,33.31,28.89,26.15,27.21,27.78,27.91,27.04,28.82,27.34,25.12,26.52,A,Class A Orphans,131.5985698,3.226567037,69.07060714,461.4402369,221.3215312,149.0858991,136.2393834,248.9996665,72.50456866,202.2505758,942.2721542,357.0543786,7.04,1.69,6.11,8.85,7.79,7.22,7.09,7.96,6.18,7.66,9.88,8.48,0.240940207,0.618090722,-1.425
G18,G protein-coupled receptor 179,Gpr179,33.32,35.89,34.28,39.02,35.53,30.71,34.62,32.84,34.13,40,34.68,33.83,C,Family C,3.20427951,0.539614118,1.647182035,0.061639544,0.692554734,19.56224444,1.301341855,4.469148552,1.8276629,0.03125,1.248330549,2.250116969,1.68,-0.89,0.72,-4.02,-0.53,4.29,0.38,2.16,0.87,-5,0.32,1.17,0.886430511,0.052355304,0.225
G19,G protein-coupled receptor 18,Gpr18,30.85,36.89,35.13,36.67,28.43,28.92,29.79,31.92,32.22,40,40,27.73,A,Class A Orphans,17.75311155,0.269807059,0.91383145,0.314253344,95.00950852,67.6491546,37.01402188,8.456144324,6.868523492,0.03125,0.03125,154.3434019,4.15,-1.89,-0.13,-1.67,6.57,6.08,5.21,3.08,2.78,-5,-5,7.27,0.770336719,0.1133194,0.795
G20,G protein-coupled receptor 182,Gpr182,28.56,35.63,29.33,28,27.46,27.93,27.28,28.5,25.22,40,29.27,31.18,A,Class A Orphans,86.82267696,0.646176415,50.91433496,128,186.1084822,134.3637355,210.8393004,90.50966799,879.1710069,0.03125,53.07645093,14.12324794,6.44,-0.63,5.67,7,7.54,7.07,7.72,6.5,9.78,-5,5.73,3.82,0.764636417,0.116545022,0.756666667
G21,G protein-coupled receptor 183,Gpr183,27.04,31.02,35.44,27.44,24.65,24.61,28.45,24.69,33.65,40,25.2,26.17,A,Class A Orphans,248.9996665,15.77972327,0.737134609,188.7064598,1305.150082,1341.842846,93.70148454,1269.460685,2.549121255,0.03125,891.4437768,455.0874528,7.96,3.98,-0.44,7.56,10.35,10.39,6.55,10.31,1.35,-5,9.8,8.83,0.666982009,0.17588588,1.326666667
G22,G protein-coupled receptor 19,Gpr19,24.59,32.64,27.03,24.87,24.83,26.34,26.6,28.13,27.29,28.52,25.6,25.65,A,Class A Orphans,1360.574274,5.13370359,250.7315962,1120.55675,1152.059888,404.5011517,337.7940252,116.9704256,209.382927,89.26359465,675.5880503,652.5750412,10.41,2.36,7.97,10.13,10.17,8.66,8.4,6.87,7.71,6.48,9.4,9.35,0.857406286,0.066813337,0.248333333
G23,G protein-coupled receptor 20,Gpr20,30.76,33.74,30.94,37.1,36.25,35.64,31.48,32.45,30.43,37.66,35.26,36.42,A,Class A Orphans,18.89588258,2.394957409,16.67945217,0.233258248,0.420448208,0.641712949,11.47164198,5.856342784,23.75237713,0.158219574,0.835087919,0.373712312,4.24,1.26,4.06,-2.1,-1.25,-0.64,3.52,2.55,4.57,-2.66,-0.26,-1.42,0.941926228,0.02598311,-0.121666667
G24,G protein-coupled receptor 21,Gpr21,23.47,30.08,27.68,24,25.6,24.36,25.96,24.18,24.88,23.18,27.68,23.95,A,Class A Orphans,2957.166992,30.2738447,159.7863103,2048,675.5880503,1595.729059,526.3942792,1807.775736,1112.816499,3615.551473,159.7863103,2120.222564,11.53,4.92,7.32,11,9.4,10.64,9.04,10.82,10.12,11.82,7.32,11.05,0.486293151,0.313101847,-0.893333333
H01,G protein-coupled receptor 22,Gpr22,27.2,26.33,31.09,25.29,25.19,24.13,25.84,25.73,26.05,24.78,24.01,26.57,A,Class A Orphans,222.8609442,407.3146797,15.03236399,837.531708,897.6442586,1871.52681,572.0510147,617.3736078,494.5594004,1192.687193,2033.853431,344.8917957,7.8,8.67,3.91,9.71,9.81,10.87,9.16,9.27,8.95,10.22,10.99,8.43,0.355804733,0.448788279,-1.041666667
H02,G protein-coupled receptor 25,Gpr25,32.13,34.16,32.71,36.08,36.39,35.96,32.79,33.61,32.26,39.49,35.87,37.89,A,Class A Orphans,7.310651602,1.790050142,4.890561111,0.473028823,0.381564802,0.514056913,4.626752736,2.620786808,6.680703355,0.044501569,0.547146851,0.13490353,2.87,0.84,2.29,-1.08,-1.39,-0.96,2.21,1.39,2.74,-4.49,-0.87,-2.89,0.609300288,0.215168616,0.746666667
H03,G protein-coupled receptor 26,Gpr26,27.74,34.9,31.32,27.07,27.75,27.64,29.99,29.73,28.83,40,26.77,29.12,A,Class A Orphans,153.2772742,1.071773463,12.81711804,243.8753275,152.2185107,164.2785149,32.2225776,38.58585049,72.00374302,0.03125,300.245747,58.89200964,7.26,0.1,3.68,7.93,7.25,7.36,5.01,5.27,6.17,-5,8.23,5.88,0.572331365,0.242352453,1.336666667
H04,G protein-coupled receptor 27,Gpr27,29.34,32.66,29.57,31.04,32.61,33.87,30.55,30.15,29.48,31.23,32.65,34.99,A,Class A Orphans,50.56264396,5.063026376,43.11147446,15.56247916,5.241573615,2.188587403,21.85664411,28.8400148,45.88656794,13.64215827,5.098242509,1.00695555,5.66,2.34,5.43,3.96,2.39,1.13,4.45,4.85,5.52,3.77,2.35,0.01,0.995339455,0.00202878,-0.006666667
H05,G-protein coupled receptor 3,Gpr3,30,39.05,34.84,29.6,31.2,32.85,32.7,35.42,31.02,40,26.72,35.51,A,Lipid messenger receptors,32,0.060371021,1.117287138,42.22425314,13.92880901,4.438277888,4.924577653,0.747424624,15.77972327,0.03125,310.8338904,0.702222438,5,-4.05,0.16,5.4,3.8,2.15,2.3,-0.42,3.98,-5,8.28,-0.51,0.791927096,0.101314797,0.638333333
H06,"G protein-coupled receptor 31, D17Leh66c region",Gpr31b,33.01,32.53,32.09,31,29.08,38.12,33.18,32.56,31.66,40,38.54,40,A,Class A Orphans,3.972369982,5.540437872,7.516181994,16,60.54768939,0.115023456,3.530811985,5.42641731,10.12605275,0.03125,0.085971364,0.03125,1.99,2.47,2.91,4,5.92,-3.12,1.82,2.44,3.34,-5,-3.54,-5,0.128755825,0.890233114,3.351666667
H07,G protein-coupled receptor 33,Gpr33,40,33.61,40,30.29,29.48,40,40,28.31,40,40,40,35.44,A,Class A Orphans,0.03125,2.620786808,0.03125,26.17286587,45.88656794,0.03125,0.03125,103.2501452,0.03125,0.03125,0.03125,0.737134609,-5,1.39,-5,4.71,5.52,-5,-5,6.69,-5,-5,-5,-0.44,0.555701514,0.25515842,1.728333333
H08,G protein-coupled receptor 34,Gpr34,28.1,31.05,28.71,26.28,28.1,28.8,26.38,26.23,30.16,34.2,22.97,22.2,A,Class A Orphans,119.4282229,15.45498126,78.24897777,421.6786008,119.4282229,73.51669472,393.4400464,436.5490646,28.64080227,1.741101127,4182.065667,7131.550215,6.9,3.95,6.29,8.72,6.9,6.2,8.62,8.77,4.84,0.8,12.03,12.8,0.464195332,0.333299231,-1.483333333
H09,G protein-coupled receptor 35,Gpr35,28.13,36.43,32.56,29.52,38,37.74,33.01,32.05,32.28,40,38.47,27.14,A,Class A Orphans,116.9704256,0.371130893,5.42641731,44.63179732,0.125,0.149684838,3.972369982,7.727490631,6.588728138,0.03125,0.090245575,232.3249038,6.87,-1.43,2.44,5.48,-3,-2.74,1.99,2.95,2.72,-5,-3.47,7.86,0.971561864,0.012529541,0.095
H10,G protein-coupled receptor 37,Gpr37,27.86,36.49,30.32,28.55,26.17,24.77,28.07,26.85,28.53,28.79,25.27,23.89,A,Class A Orphans,141.0438548,0.356012549,25.63423608,87.42657643,455.0874528,1200.982988,121.9376637,284.0497848,88.64700596,74.02804377,849.2232149,2210.259428,7.14,-1.49,4.68,6.45,8.83,10.23,6.93,8.15,6.47,6.21,9.73,11.11,0.28119583,0.550991124,-2.126666667
H11,G protein-coupled receptor 37-like 1,Gpr37l1,28.01,33.59,31.98,26.95,26.03,26.83,28.05,28.89,31.3,38.44,25.83,24.76,A,Class A Orphans,127.1158394,2.657371628,8.111675838,265.0278205,501.4631924,288.0149721,123.6398501,69.07060714,12.99603834,0.092141826,576.0299442,1209.336485,6.99,1.41,3.02,8.05,8.97,8.17,6.95,6.11,3.7,-3.44,9.17,10.24,0.79150992,0.101543638,0.646666667
H12,G protein-coupled receptor 39,Gpr39,35.93,38.47,35.93,40,40,40,38.3,35.36,35.62,40,40,40,A,Class A Orphans,0.524858342,0.090245575,0.524858342,0.03125,0.03125,0.03125,0.10153155,0.77916458,0.650670928,0.03125,0.03125,0.03125,-0.93,-3.47,-0.93,-5,-5,-5,-3.3,-0.36,-0.62,-5,-5,-5,0.888398347,0.051392258,-0.175
H13,G protein-coupled receptor 4,Gpr4,29.87,35.29,34.76,33.13,31.56,28.32,30.94,32.01,34.09,31.3,31.62,31.08,A,Class A Orphans,35.01739844,0.817902059,1.180992661,3.655325801,10.85283462,102.5369443,16.67945217,7.944739963,1.879045498,12.99603834,10.41073484,15.13692235,5.13,-0.29,0.24,1.87,3.44,6.68,4.06,2.99,0.91,3.7,3.38,3.92,0.801522361,0.096084357,-0.315
H14,G protein-coupled receptor 44,Ptgdr2,33.46,34.44,33.29,28.15,32.83,38.46,33.77,31.13,31.53,35.15,37.18,40,A,Lipid messenger receptors,2.907945035,1.474269217,3.271608234,115.3600592,4.500233939,0.090873282,2.345669898,14.6213032,11.08087574,0.901250463,0.220675749,0.03125,1.54,0.56,1.71,6.85,2.17,-3.46,1.23,3.87,3.47,-0.15,-2.18,-5,0.500295196,0.300773668,1.355
H15,G protein-coupled receptor 45,Gpr45,26.49,33,30.77,27.83,27.04,27.58,30.96,30.67,31.01,38.44,28.66,35.6,A,Class A Orphans,364.5568501,4,18.76535919,144.007486,248.9996665,171.254727,16.44982123,20.11221399,15.88947993,0.092141826,81.00842201,0.659753955,8.51,2,4.23,7.17,7.96,7.42,4.04,4.33,3.99,-3.44,6.34,-0.6,0.065677321,1.182584571,3.771666667
H16,G-protein-coupled receptor 50,Gpr50,27.73,35.31,32.88,30.05,25.16,33.15,27.51,28.96,29.17,24.82,25.86,32.59,A,Class A Orphans,154.3434019,0.806641759,4.34693945,30.90996253,916.5056726,3.60500185,179.7689441,65.79928491,56.88593159,1160.073099,564.1754193,5.314743256,7.27,-0.31,2.12,4.95,9.84,1.85,7.49,6.04,5.83,10.18,9.14,2.41,0.210771986,0.676187112,-2.561666667
